payment_id,ride_id,payment_method,payment_status,tip_amount
P02026,R02026,UPI,Pending,18.07
P02027,R02027,Debit Card,Failed,103.23
P02028,R02028,Debit Card,Success,109.38
P02029,R02029,UPI,Success,84.66
P02030,R02030,Debit Card,Success,53.3
P02031,R02031,Debit Card,Success,96.21
P02032,R02032,Cash,Failed,28.81
P02033,R02033,UPI,Pending,62.41
P02034,R02034,UPI,Failed,16.41
P02035,R02035,Debit Card,Failed,27.54
P02036,R02036,Cash,Success,24.33
P02037,R02037,Credit Card,Success,11.1
P02038,R02038,Credit Card,Pending,148.41
P02039,R02039,UPI,Success,16.94
P02040,R02040,Debit Card,Failed,28.44
P02041,R02041,Debit Card,Failed,130.05
P02042,R02042,Credit Card,Success,134.39
P02043,R02043,Debit Card,Failed,85.43
P02044,R02044,Credit Card,Success,83.4
P02045,R02045,Cash,Failed,100.73
P02046,R02046,Debit Card,Failed,32.83
P02047,R02047,Cash,Success,76.63
P02048,R02048,Cash,Success,28.67
P02049,R02049,Credit Card,Failed,56.76
P02050,R02050,Cash,Pending,136.47
P02051,R02051,Debit Card,Failed,84.02
P02052,R02052,Debit Card,Failed,27.89
P02053,R02053,Cash,Success,70.29
P02054,R02054,UPI,Pending,51.35
P02055,R02055,UPI,Failed,41.71
P02056,R02056,Cash,Pending,115.31
P02057,R02057,Debit Card,Success,10.68
P02058,R02058,Cash,Pending,133.23
P02059,R02059,Debit Card,Success,42.92
P02060,R02060,UPI,Pending,144.64
P02061,R02061,Debit Card,Pending,88.12
P02062,R02062,Cash,Success,42.05
P02063,R02063,Credit Card,Pending,91.01
P02064,R02064,Debit Card,Pending,146.81
P02065,R02065,Debit Card,Failed,103.16
P02066,R02066,Cash,Failed,78.11
P02067,R02067,Debit Card,Success,44.42
P02068,R02068,Debit Card,Failed,13.12
P02069,R02069,Cash,Failed,22.0
P02070,R02070,Cash,Failed,60.15
P02071,R02071,Debit Card,Pending,93.89
P02072,R02072,Debit Card,Success,136.61
P02073,R02073,Credit Card,Pending,79.45
P02074,R02074,Credit Card,Pending,111.72
P02075,R02075,Debit Card,Pending,21.71
P02076,R02076,Credit Card,Success,1.28
P02077,R02077,UPI,Pending,6.95
P02078,R02078,Cash,Failed,38.64
P02079,R02079,UPI,Pending,24.14
P02080,R02080,Debit Card,Failed,19.78
P02081,R02081,Cash,Failed,143.81
P02082,R02082,UPI,Success,26.48
P02083,R02083,Credit Card,Failed,107.59
P02084,R02084,Debit Card,Success,93.39
P02085,R02085,Cash,Pending,46.61
P02086,R02086,Debit Card,Failed,68.68
P02087,R02087,Debit Card,Failed,18.72
P02088,R02088,Debit Card,Success,66.9
P02089,R02089,UPI,Success,93.34
P02090,R02090,Debit Card,Success,64.75
P02091,R02091,Cash,Success,110.23
P02092,R02092,Cash,Pending,10.13
P02093,R02093,Credit Card,Failed,148.59
P02094,R02094,Debit Card,Failed,82.56
P02095,R02095,Debit Card,Failed,48.06
P02096,R02096,Cash,Pending,32.23
P02097,R02097,Cash,Failed,37.04
P02098,R02098,Credit Card,Pending,36.38
P02099,R02099,Debit Card,Success,56.92
P02100,R02100,Credit Card,Failed,0.74
P02101,R02101,Credit Card,Pending,132.1
P02102,R02102,Debit Card,Success,31.89
P02103,R02103,Credit Card,Failed,61.82
P02104,R02104,Debit Card,Pending,19.13
P02105,R02105,Cash,Failed,91.49
P02106,R02106,Cash,Success,106.79
P02107,R02107,UPI,Success,71.97
P02108,R02108,UPI,Success,129.33
P02109,R02109,Cash,Success,95.36
P02110,R02110,Credit Card,Pending,21.14
P02111,R02111,Debit Card,Success,82.92
P02112,R02112,Credit Card,Pending,99.78
P02113,R02113,Credit Card,Success,60.72
P02114,R02114,UPI,Pending,3.67
P02115,R02115,Cash,Success,124.5
P02116,R02116,UPI,Success,143.78
P02117,R02117,Cash,Success,66.78
P02118,R02118,Credit Card,Pending,127.2
P02119,R02119,UPI,Pending,50.46
P02120,R02120,Debit Card,Success,112.6
P02121,R02121,Debit Card,Failed,94.66
P02122,R02122,UPI,Failed,128.78
P02123,R02123,Credit Card,Failed,63.65
P02124,R02124,Credit Card,Success,65.8
P02125,R02125,Cash,Success,43.35
P02126,R02126,UPI,Pending,62.18
P02127,R02127,Credit Card,Failed,42.6
P02128,R02128,Cash,Failed,5.42
P02129,R02129,Credit Card,Failed,7.39
P02130,R02130,Credit Card,Success,35.9
P02131,R02131,Credit Card,Failed,35.51
P02132,R02132,Credit Card,Pending,7.04
P02133,R02133,Cash,Pending,7.68
P02134,R02134,Cash,Failed,68.4
P02135,R02135,Credit Card,Pending,35.87
P02136,R02136,Credit Card,Failed,140.83
P02137,R02137,Credit Card,Pending,94.86
P02138,R02138,UPI,Failed,144.06
P02139,R02139,Cash,Pending,42.24
P02140,R02140,UPI,Pending,3.2
P02141,R02141,Cash,Success,14.91
P02142,R02142,Cash,Pending,126.9
P02143,R02143,Cash,Success,8.92
P02144,R02144,Credit Card,Failed,80.35
P02145,R02145,Debit Card,Pending,142.52
P02146,R02146,Debit Card,Failed,88.3
P02147,R02147,Debit Card,Success,148.73
P02148,R02148,Credit Card,Pending,113.63
P02149,R02149,Debit Card,Success,147.39
P02150,R02150,UPI,Pending,97.55
P02151,R02151,Credit Card,Failed,76.66
P02152,R02152,Cash,Pending,24.5
P02153,R02153,Debit Card,Pending,106.04
P02154,R02154,Cash,Pending,102.93
P02155,R02155,Debit Card,Failed,76.33
P02156,R02156,Credit Card,Success,112.99
P02157,R02157,Credit Card,Success,43.56
P02158,R02158,Debit Card,Pending,141.57
P02159,R02159,UPI,Failed,65.7
P02160,R02160,Credit Card,Failed,59.72
P02161,R02161,UPI,Success,136.63
P02162,R02162,Credit Card,Failed,118.93
P02163,R02163,Credit Card,Pending,122.94
P02164,R02164,Cash,Pending,35.63
P02165,R02165,Debit Card,Failed,7.91
P02166,R02166,Debit Card,Failed,36.07
P02167,R02167,UPI,Success,74.15
P02168,R02168,Debit Card,Pending,20.52
P02169,R02169,Credit Card,Pending,112.65
P02170,R02170,Debit Card,Pending,115.1
P02171,R02171,UPI,Success,42.13
P02172,R02172,Credit Card,Pending,126.4
P02173,R02173,Debit Card,Pending,71.63
P02174,R02174,Cash,Failed,120.06
P02175,R02175,Cash,Pending,78.02
P02176,R02176,Credit Card,Success,14.67
P02177,R02177,Debit Card,Pending,97.77
P02178,R02178,Credit Card,Success,12.13
P02179,R02179,Credit Card,Success,136.68
P02180,R02180,Debit Card,Failed,118.31
P02181,R02181,Debit Card,Success,8.81
P02182,R02182,Cash,Success,24.07
P02183,R02183,Cash,Pending,10.95
P02184,R02184,Credit Card,Failed,11.62
P02185,R02185,Credit Card,Failed,103.31
P02186,R02186,Cash,Success,145.26
P02187,R02187,Debit Card,Failed,7.72
P02188,R02188,Cash,Pending,58.1
P02189,R02189,UPI,Success,32.97
P02190,R02190,Debit Card,Success,81.54
P02191,R02191,Cash,Failed,148.81
P02192,R02192,Cash,Success,80.0
P02193,R02193,Debit Card,Pending,45.47
P02194,R02194,Credit Card,Success,72.26
P02195,R02195,Debit Card,Success,75.81
P02196,R02196,UPI,Failed,76.42
P02197,R02197,Debit Card,Pending,117.25
P02198,R02198,Debit Card,Failed,8.99
P02199,R02199,Debit Card,Success,105.64
P02200,R02200,Credit Card,Success,147.05
P02201,R02201,Debit Card,Failed,42.14
P02202,R02202,Credit Card,Pending,140.34
P02203,R02203,Cash,Success,61.39
P02204,R02204,Credit Card,Pending,137.82
P02205,R02205,Debit Card,Pending,25.98
P02206,R02206,Debit Card,Failed,122.74
P02207,R02207,Credit Card,Pending,83.66
P02208,R02208,Debit Card,Success,123.51
P02209,R02209,Cash,Success,2.04
P02210,R02210,Cash,Pending,26.42
P02211,R02211,Credit Card,Success,3.31
P02212,R02212,Debit Card,Pending,84.89
P02213,R02213,Debit Card,Failed,70.29
P02214,R02214,UPI,Failed,128.73
P02215,R02215,UPI,Pending,24.31
P02216,R02216,Debit Card,Pending,41.77
P02217,R02217,Credit Card,Failed,90.26
P02218,R02218,Debit Card,Success,17.49
P02219,R02219,Credit Card,Success,47.11
P02220,R02220,Credit Card,Success,53.61
P02221,R02221,Cash,Pending,63.22
P02222,R02222,Credit Card,Success,140.5
P02223,R02223,UPI,Pending,71.15
P02224,R02224,Credit Card,Pending,121.02
P02225,R02225,Debit Card,Pending,99.91
P02226,R02226,Credit Card,Success,0.22
P02227,R02227,Credit Card,Failed,135.68
P02228,R02228,UPI,Failed,57.07
P02229,R02229,UPI,Failed,99.79
P02230,R02230,UPI,Failed,128.83
P02231,R02231,Cash,Pending,61.84
P02232,R02232,Debit Card,Pending,136.58
P02233,R02233,Credit Card,Pending,43.54
P02234,R02234,Debit Card,Failed,111.79
P02235,R02235,UPI,Pending,23.42
P02236,R02236,UPI,Pending,98.13
P02237,R02237,Credit Card,Success,135.04
P02238,R02238,Cash,Success,68.12
P02239,R02239,UPI,Success,49.01
P02240,R02240,Debit Card,Failed,144.92
P02241,R02241,Cash,Success,69.94
P02242,R02242,Debit Card,Success,7.73
P02243,R02243,Debit Card,Failed,53.91
P02244,R02244,Cash,Success,92.66
P02245,R02245,Debit Card,Success,22.85
P02246,R02246,Credit Card,Pending,84.98
P02247,R02247,Debit Card,Success,49.25
P02248,R02248,Credit Card,Success,83.9
P02249,R02249,Credit Card,Failed,105.36
P02250,R02250,Debit Card,Success,117.84
P02251,R02251,Credit Card,Pending,54.02
P02252,R02252,Debit Card,Pending,36.54
P02253,R02253,UPI,Success,111.64
P02254,R02254,UPI,Pending,25.8
P02255,R02255,Debit Card,Pending,71.43
P02256,R02256,Cash,Success,74.04
P02257,R02257,Credit Card,Success,82.44
P02258,R02258,Cash,Success,39.85
P02259,R02259,UPI,Success,70.31
P02260,R02260,Cash,Success,49.82
P02261,R02261,Cash,Pending,93.26
P02262,R02262,UPI,Success,98.52
P02263,R02263,Credit Card,Failed,10.22
P02264,R02264,Cash,Success,113.53
P02265,R02265,Debit Card,Failed,47.04
P02266,R02266,Cash,Failed,51.41
P02267,R02267,Credit Card,Pending,49.05
P02268,R02268,Debit Card,Pending,15.34
P02269,R02269,Debit Card,Success,117.9
P02270,R02270,Credit Card,Pending,144.32
P02271,R02271,Debit Card,Pending,109.07
P02272,R02272,UPI,Success,141.33
P02273,R02273,Credit Card,Failed,59.1
P02274,R02274,UPI,Pending,42.76
P02275,R02275,UPI,Pending,57.91
P02276,R02276,UPI,Success,74.49
P02277,R02277,Credit Card,Failed,43.35
P02278,R02278,Debit Card,Pending,36.97
P02279,R02279,Cash,Pending,64.0
P02280,R02280,Credit Card,Pending,80.54
P02281,R02281,Credit Card,Failed,79.69
P02282,R02282,Debit Card,Pending,48.86
P02283,R02283,UPI,Success,66.96
P02284,R02284,Cash,Pending,41.13
P02285,R02285,UPI,Failed,108.09
P02286,R02286,Credit Card,Failed,34.07
P02287,R02287,Cash,Pending,7.76
P02288,R02288,Debit Card,Success,78.18
P02289,R02289,Debit Card,Failed,127.36
P02290,R02290,Credit Card,Pending,63.61
P02291,R02291,Cash,Success,23.33
P02292,R02292,Cash,Success,47.45
P02293,R02293,UPI,Pending,25.86
P02294,R02294,Cash,Success,87.22
P02295,R02295,UPI,Pending,24.07
P02296,R02296,Cash,Failed,121.61
P02297,R02297,Credit Card,Success,102.74
P02298,R02298,Credit Card,Success,57.77
P02299,R02299,Credit Card,Pending,139.68
P02300,R02300,Debit Card,Failed,124.7
P02301,R02301,Credit Card,Pending,38.67
P02302,R02302,Cash,Success,82.12
P02303,R02303,UPI,Failed,63.42
P02304,R02304,Cash,Failed,28.36
P02305,R02305,Debit Card,Pending,52.01
P02306,R02306,Credit Card,Pending,24.22
P02307,R02307,Cash,Success,12.56
P02308,R02308,Credit Card,Pending,72.35
P02309,R02309,UPI,Pending,4.88
P02310,R02310,UPI,Success,20.45
P02311,R02311,UPI,Success,72.56
P02312,R02312,Cash,Success,138.21
P02313,R02313,Debit Card,Failed,125.26
P02314,R02314,Credit Card,Failed,140.07
P02315,R02315,UPI,Pending,75.49
P02316,R02316,UPI,Pending,105.67
P02317,R02317,Cash,Pending,48.51
P02318,R02318,UPI,Success,61.57
P02319,R02319,Debit Card,Failed,99.8
P02320,R02320,UPI,Success,96.48
P02321,R02321,Debit Card,Pending,47.54
P02322,R02322,Credit Card,Failed,76.9
P02323,R02323,Debit Card,Success,131.47
P02324,R02324,Credit Card,Pending,85.1
P02325,R02325,Cash,Pending,73.48
P02326,R02326,Debit Card,Failed,76.99
P02327,R02327,UPI,Pending,123.08
P02328,R02328,Cash,Success,56.4
P02329,R02329,Cash,Pending,133.3
P02330,R02330,Cash,Pending,48.59
P02331,R02331,Debit Card,Pending,51.46
P02332,R02332,Credit Card,Success,41.7
P02333,R02333,Cash,Success,57.91
P02334,R02334,UPI,Pending,110.49
P02335,R02335,Debit Card,Pending,11.05
P02336,R02336,UPI,Success,122.1
P02337,R02337,Debit Card,Success,145.23
P02338,R02338,Cash,Pending,19.04
P02339,R02339,Credit Card,Pending,56.58
P02340,R02340,Debit Card,Success,68.2
P02341,R02341,Debit Card,Success,56.56
P02342,R02342,Credit Card,Failed,15.94
P02343,R02343,Cash,Pending,140.9
P02344,R02344,UPI,Pending,56.34
P02345,R02345,Credit Card,Pending,5.82
P02346,R02346,Cash,Success,82.57
P02347,R02347,Cash,Pending,131.82
P02348,R02348,Cash,Failed,109.84
P02349,R02349,UPI,Success,105.08
P02350,R02350,Debit Card,Pending,38.23
P02351,R02351,UPI,Success,14.63
P02352,R02352,Debit Card,Success,44.93
P02353,R02353,Cash,Failed,105.18
P02354,R02354,Cash,Success,21.69
P02355,R02355,Cash,Success,103.37
P02356,R02356,UPI,Success,81.53
P02357,R02357,Debit Card,Failed,85.64
P02358,R02358,Debit Card,Failed,35.98
P02359,R02359,UPI,Success,77.17
P02360,R02360,Cash,Failed,87.68
P02361,R02361,Credit Card,Failed,127.61
P02362,R02362,UPI,Failed,119.15
P02363,R02363,Cash,Failed,14.66
P02364,R02364,UPI,Pending,109.87
P02365,R02365,Debit Card,Success,83.47
P02366,R02366,Credit Card,Success,52.27
P02367,R02367,Cash,Success,50.4
P02368,R02368,UPI,Pending,113.76
P02369,R02369,Cash,Failed,133.12
P02370,R02370,Debit Card,Failed,66.85
P02371,R02371,Credit Card,Failed,129.36
P02372,R02372,Debit Card,Success,45.08
P02373,R02373,Cash,Success,82.43
P02374,R02374,Credit Card,Failed,104.79
P02375,R02375,Credit Card,Failed,2.68
P02376,R02376,Credit Card,Pending,141.71
P02377,R02377,Credit Card,Pending,48.2
P02378,R02378,UPI,Pending,93.69
P02379,R02379,UPI,Failed,72.97
P02380,R02380,Credit Card,Pending,4.27
P02381,R02381,UPI,Failed,23.2
P02382,R02382,UPI,Pending,61.72
P02383,R02383,Cash,Failed,4.8
P02384,R02384,Credit Card,Pending,95.39
P02385,R02385,Debit Card,Success,115.81
P02386,R02386,Credit Card,Success,80.01
P02387,R02387,UPI,Pending,80.12
P02388,R02388,Debit Card,Success,140.26
P02389,R02389,Debit Card,Success,62.0
P02390,R02390,Credit Card,Failed,94.06
P02391,R02391,Debit Card,Success,72.79
P02392,R02392,Debit Card,Pending,83.64
P02393,R02393,Credit Card,Failed,120.89
P02394,R02394,Debit Card,Pending,12.45
P02395,R02395,Credit Card,Failed,29.64
P02396,R02396,UPI,Pending,68.27
P02397,R02397,Credit Card,Pending,53.05
P02398,R02398,Debit Card,Pending,137.79
P02399,R02399,Credit Card,Pending,123.7
P02400,R02400,Debit Card,Success,19.19
P02401,R02401,Cash,Failed,96.18
P02402,R02402,UPI,Success,48.43
P02403,R02403,Credit Card,Failed,81.12
P02404,R02404,Cash,Failed,122.47
P02405,R02405,Credit Card,Pending,121.77
P02406,R02406,Debit Card,Failed,123.48
P02407,R02407,Debit Card,Failed,134.97
P02408,R02408,Credit Card,Success,59.61
P02409,R02409,Credit Card,Pending,65.41
P02410,R02410,UPI,Failed,2.76
P02411,R02411,Credit Card,Success,38.13
P02412,R02412,UPI,Pending,53.94
P02413,R02413,Cash,Pending,44.92
P02414,R02414,Debit Card,Failed,67.84
P02415,R02415,Cash,Success,138.17
P02416,R02416,Debit Card,Pending,117.11
P02417,R02417,UPI,Pending,137.75
P02418,R02418,Cash,Success,115.86
P02419,R02419,Debit Card,Failed,149.32
P02420,R02420,Debit Card,Success,98.48
P02421,R02421,Debit Card,Pending,2.11
P02422,R02422,Credit Card,Pending,145.89
P02423,R02423,Cash,Pending,55.73
P02424,R02424,Debit Card,Failed,109.97
P02425,R02425,Cash,Failed,49.97
P02426,R02426,Credit Card,Pending,15.09
P02427,R02427,Debit Card,Pending,119.87
P02428,R02428,Cash,Pending,134.48
P02429,R02429,Cash,Failed,111.01
P02430,R02430,Credit Card,Success,78.07
P02431,R02431,Cash,Pending,130.82
P02432,R02432,Debit Card,Failed,140.51
P02433,R02433,UPI,Failed,14.01
P02434,R02434,Debit Card,Success,60.45
P02435,R02435,Cash,Failed,23.31
P02436,R02436,Credit Card,Pending,114.82
P02437,R02437,Credit Card,Failed,55.03
P02438,R02438,UPI,Pending,43.63
P02439,R02439,Credit Card,Pending,107.2
P02440,R02440,Credit Card,Success,47.57
P02441,R02441,Cash,Pending,45.37
P02442,R02442,Cash,Failed,99.82
P02443,R02443,UPI,Failed,0.31
P02444,R02444,Debit Card,Success,21.19
P02445,R02445,Cash,Failed,9.75
P02446,R02446,Credit Card,Failed,77.12
P02447,R02447,Cash,Success,94.6
P02448,R02448,UPI,Success,106.88
P02449,R02449,UPI,Success,90.95
P02450,R02450,Debit Card,Pending,138.45
P02451,R02451,UPI,Failed,66.29
P02452,R02452,Credit Card,Success,19.6
P02453,R02453,UPI,Pending,105.27
P02454,R02454,Cash,Success,0.66
P02455,R02455,Debit Card,Pending,139.07
P02456,R02456,Cash,Success,21.3
P02457,R02457,Cash,Failed,43.63
P02458,R02458,Debit Card,Success,86.67
P02459,R02459,Cash,Success,65.9
P02460,R02460,UPI,Failed,77.11
P02461,R02461,Credit Card,Failed,4.73
P02462,R02462,Cash,Failed,71.77
P02463,R02463,Credit Card,Pending,111.3
P02464,R02464,Credit Card,Failed,25.97
P02465,R02465,Cash,Pending,70.32
P02466,R02466,Cash,Pending,149.97
P02467,R02467,Credit Card,Failed,149.89
P02468,R02468,Cash,Pending,38.15
P02469,R02469,Cash,Pending,87.14
P02470,R02470,UPI,Pending,88.88
P02471,R02471,Credit Card,Pending,145.58
P02472,R02472,Debit Card,Success,139.06
P02473,R02473,UPI,Success,49.41
P02474,R02474,Cash,Pending,133.94
P02475,R02475,UPI,Success,101.92
P02476,R02476,Credit Card,Pending,123.7
P02477,R02477,Cash,Success,139.48
P02478,R02478,UPI,Pending,24.53
P02479,R02479,UPI,Failed,6.99
P02480,R02480,Cash,Failed,54.23
P02481,R02481,Debit Card,Pending,78.38
P02482,R02482,UPI,Success,92.08
P02483,R02483,Credit Card,Pending,43.5
P02484,R02484,Cash,Success,43.53
P02485,R02485,Credit Card,Pending,107.68
P02486,R02486,Credit Card,Failed,18.33
P02487,R02487,UPI,Success,88.39
P02488,R02488,Credit Card,Success,1.31
P02489,R02489,Credit Card,Pending,122.34
P02490,R02490,Cash,Success,7.66
P02491,R02491,Credit Card,Pending,35.79
P02492,R02492,Debit Card,Success,6.15
P02493,R02493,Cash,Pending,125.75
P02494,R02494,Credit Card,Pending,123.19
P02495,R02495,Cash,Failed,77.06
P02496,R02496,Cash,Success,75.84
P02497,R02497,Debit Card,Success,55.73
P02498,R02498,Credit Card,Success,143.17
P02499,R02499,UPI,Pending,103.89
P02500,R02500,UPI,Pending,16.93
P02501,R02501,Credit Card,Pending,88.23
P02502,R02502,Credit Card,Failed,87.23
P02503,R02503,Cash,Success,103.33
P02504,R02504,UPI,Pending,6.81
P02505,R02505,Debit Card,Pending,66.67
P02506,R02506,Debit Card,Pending,88.97
P02507,R02507,Credit Card,Pending,129.05
P02508,R02508,Credit Card,Pending,25.06
P02509,R02509,Debit Card,Pending,58.76
P02510,R02510,Credit Card,Success,51.76
P02511,R02511,Credit Card,Pending,114.03
P02512,R02512,Cash,Failed,147.5
P02513,R02513,Debit Card,Success,118.3
P02514,R02514,Debit Card,Failed,58.57
P02515,R02515,UPI,Pending,128.29
P02516,R02516,Cash,Pending,13.79
P02517,R02517,Cash,Failed,17.74
P02518,R02518,Credit Card,Pending,23.4
P02519,R02519,UPI,Failed,101.05
P02520,R02520,Credit Card,Pending,96.43
P02521,R02521,Cash,Pending,138.49
P02522,R02522,UPI,Success,101.01
P02523,R02523,Credit Card,Pending,133.43
P02524,R02524,Credit Card,Success,60.54
P02525,R02525,Debit Card,Failed,116.52
P02526,R02526,Debit Card,Pending,26.69
P02527,R02527,Debit Card,Pending,68.09
P02528,R02528,Debit Card,Pending,47.17
P02529,R02529,UPI,Success,118.43
P02530,R02530,Cash,Success,148.26
P02531,R02531,Cash,Pending,31.46
P02532,R02532,Credit Card,Pending,14.61
P02533,R02533,UPI,Success,119.54
P02534,R02534,UPI,Success,7.24
P02535,R02535,Credit Card,Success,82.23
P02536,R02536,UPI,Success,10.34
P02537,R02537,Cash,Failed,60.71
P02538,R02538,Debit Card,Success,48.8
P02539,R02539,Cash,Failed,124.33
P02540,R02540,UPI,Pending,12.48
P02541,R02541,Credit Card,Failed,76.58
P02542,R02542,Debit Card,Failed,33.03
P02543,R02543,UPI,Pending,115.09
P02544,R02544,UPI,Success,34.46
P02545,R02545,UPI,Pending,36.78
P02546,R02546,Credit Card,Success,52.89
P02547,R02547,UPI,Failed,77.0
P02548,R02548,Credit Card,Success,38.42
P02549,R02549,Cash,Pending,117.98
P02550,R02550,UPI,Pending,9.45
P02551,R02551,Debit Card,Failed,145.71
P02552,R02552,Debit Card,Pending,17.14
P02553,R02553,Cash,Success,14.62
P02554,R02554,UPI,Failed,92.64
P02555,R02555,UPI,Failed,17.4
P02556,R02556,Credit Card,Success,116.75
P02557,R02557,Credit Card,Pending,135.6
P02558,R02558,UPI,Success,141.26
P02559,R02559,Credit Card,Success,118.66
P02560,R02560,Cash,Failed,95.83
P02561,R02561,UPI,Pending,37.49
P02562,R02562,Cash,Failed,10.25
P02563,R02563,UPI,Success,95.73
P02564,R02564,Debit Card,Pending,87.02
P02565,R02565,Debit Card,Failed,28.13
P02566,R02566,UPI,Success,67.95
P02567,R02567,UPI,Success,81.71
P02568,R02568,UPI,Failed,8.63
P02569,R02569,Cash,Failed,112.02
P02570,R02570,Credit Card,Success,41.67
P02571,R02571,UPI,Success,144.14
P02572,R02572,Credit Card,Success,89.54
P02573,R02573,Debit Card,Pending,28.18
P02574,R02574,Credit Card,Pending,121.69
P02575,R02575,Cash,Success,139.22
P02576,R02576,Debit Card,Success,2.6
P02577,R02577,Debit Card,Failed,8.74
P02578,R02578,UPI,Pending,62.39
P02579,R02579,Cash,Success,65.19
P02580,R02580,UPI,Failed,91.33
P02581,R02581,Debit Card,Pending,80.47
P02582,R02582,Credit Card,Success,109.22
P02583,R02583,Cash,Pending,91.38
P02584,R02584,Cash,Pending,101.63
P02585,R02585,Cash,Pending,110.83
P02586,R02586,Cash,Pending,110.37
P02587,R02587,Credit Card,Pending,58.56
P02588,R02588,Credit Card,Failed,57.27
P02589,R02589,UPI,Pending,19.83
P02590,R02590,Cash,Pending,39.92
P02591,R02591,Cash,Pending,2.99
P02592,R02592,UPI,Pending,10.24
P02593,R02593,UPI,Success,106.35
P02594,R02594,Credit Card,Success,36.48
P02595,R02595,Debit Card,Success,39.46
P02596,R02596,Debit Card,Pending,21.66
P02597,R02597,Cash,Failed,82.2
P02598,R02598,Cash,Pending,144.85
P02599,R02599,Cash,Success,48.88
P02600,R02600,Debit Card,Success,148.68
P02601,R02601,Cash,Success,48.66
P02602,R02602,Credit Card,Success,125.86
P02603,R02603,UPI,Pending,87.56
P02604,R02604,Debit Card,Failed,53.2
P02605,R02605,Debit Card,Success,81.54
P02606,R02606,Credit Card,Pending,61.93
P02607,R02607,Cash,Success,37.33
P02608,R02608,UPI,Failed,105.05
P02609,R02609,Credit Card,Success,38.65
P02610,R02610,Debit Card,Pending,53.58
P02611,R02611,Debit Card,Success,34.56
P02612,R02612,Debit Card,Success,78.44
P02613,R02613,Debit Card,Failed,66.88
P02614,R02614,UPI,Pending,94.58
P02615,R02615,Credit Card,Pending,72.79
P02616,R02616,Cash,Failed,143.14
P02617,R02617,UPI,Success,3.34
P02618,R02618,Credit Card,Failed,139.77
P02619,R02619,Credit Card,Pending,35.24
P02620,R02620,Credit Card,Pending,71.39
P02621,R02621,UPI,Pending,19.01
P02622,R02622,Cash,Pending,64.77
P02623,R02623,Credit Card,Success,140.48
P02624,R02624,Credit Card,Failed,88.27
P02625,R02625,Cash,Pending,83.8
P02626,R02626,Credit Card,Failed,122.39
P02627,R02627,Credit Card,Failed,19.42
P02628,R02628,Debit Card,Success,3.9
P02629,R02629,Debit Card,Pending,134.78
P02630,R02630,UPI,Pending,139.61
P02631,R02631,Cash,Pending,76.32
P02632,R02632,Cash,Failed,134.53
P02633,R02633,Credit Card,Pending,93.65
P02634,R02634,Cash,Success,98.27
P02635,R02635,Credit Card,Success,52.93
P02636,R02636,UPI,Failed,147.35
P02637,R02637,Debit Card,Success,53.54
P02638,R02638,Cash,Pending,146.01
P02639,R02639,UPI,Success,53.36
P02640,R02640,Credit Card,Failed,1.27
P02641,R02641,Credit Card,Pending,59.7
P02642,R02642,Debit Card,Pending,71.59
P02643,R02643,UPI,Failed,52.05
P02644,R02644,Credit Card,Success,33.77
P02645,R02645,Cash,Failed,120.86
P02646,R02646,Cash,Success,29.57
P02647,R02647,Debit Card,Success,141.79
P02648,R02648,Cash,Failed,125.08
P02649,R02649,Debit Card,Failed,112.1
P02650,R02650,Credit Card,Success,69.29
P02651,R02651,Cash,Pending,101.54
P02652,R02652,Credit Card,Failed,28.72
P02653,R02653,Cash,Pending,104.24
P02654,R02654,Cash,Success,2.41
P02655,R02655,Cash,Pending,99.99
P02656,R02656,Credit Card,Pending,24.02
P02657,R02657,Cash,Success,58.52
P02658,R02658,Credit Card,Pending,138.46
P02659,R02659,Debit Card,Success,48.24
P02660,R02660,Credit Card,Failed,91.7
P02661,R02661,Debit Card,Failed,63.2
P02662,R02662,UPI,Success,76.85
P02663,R02663,Debit Card,Success,12.42
P02664,R02664,Debit Card,Failed,141.11
P02665,R02665,Cash,Success,70.7
P02666,R02666,UPI,Success,143.11
P02667,R02667,Cash,Success,94.58
P02668,R02668,Cash,Success,125.41
P02669,R02669,UPI,Success,137.27
P02670,R02670,Credit Card,Pending,112.25
P02671,R02671,UPI,Failed,100.41
P02672,R02672,Debit Card,Success,22.36
P02673,R02673,UPI,Pending,6.02
P02674,R02674,Credit Card,Success,71.72
P02675,R02675,UPI,Pending,74.77
P02676,R02676,Credit Card,Pending,103.02
P02677,R02677,Credit Card,Failed,22.18
P02678,R02678,Cash,Pending,41.42
P02679,R02679,UPI,Pending,61.29
P02680,R02680,Cash,Success,0.09
P02681,R02681,Cash,Success,30.98
P02682,R02682,UPI,Pending,141.83
P02683,R02683,Credit Card,Pending,74.0
P02684,R02684,Debit Card,Success,114.8
P02685,R02685,Debit Card,Failed,134.54
P02686,R02686,UPI,Pending,132.61
P02687,R02687,Debit Card,Success,99.19
P02688,R02688,Credit Card,Success,57.27
P02689,R02689,Credit Card,Success,14.04
P02690,R02690,Cash,Failed,113.27
P02691,R02691,Credit Card,Failed,27.34
P02692,R02692,UPI,Success,72.24
P02693,R02693,Debit Card,Pending,136.43
P02694,R02694,Cash,Success,69.84
P02695,R02695,UPI,Success,45.05
P02696,R02696,Debit Card,Success,28.03
P02697,R02697,Credit Card,Pending,143.99
P02698,R02698,Cash,Success,56.8
P02699,R02699,Cash,Success,116.91
