ride_id,customer_id,driver_id,pickup_datetime,drop_datetime,pickup_location,drop_location,distance_km,fare,payment_method,ride_status
R04265,C0863,D0431,2025-12-04 00:22:04.353171,2025-12-04 00:48:04.353171,Residential Area,City Center,8.3,207.4,Cash,Cancelled
R04266,C0449,D0039,2026-03-05 20:14:04.355238,2026-03-05 20:45:04.355238,University,Airport,13.16,276.88,Credit Card,Cancelled
R04267,C0326,D0290,2026-07-03 14:51:04.355332,2026-07-03 16:05:04.355332,Residential Area,Hospital,10.4,264.2,Credit Card,Completed
R04268,C0680,D0133,2026-02-06 02:08:04.355391,2026-02-06 02:21:04.355391,Mall,City Center,8.05,166.9,UPI,Completed
R04269,C0718,D0109,2026-03-19 08:03:04.355439,2026-03-19 09:23:04.355439,Residential Area,City Center,22.75,458.5,Credit Card,Cancelled
R04270,C0676,D0427,2025-10-24 00:22:04.355483,2025-10-24 01:40:04.355483,Bus Stand,City Center,25.81,506.58,UPI,Cancelled
R04271,C0835,D0376,2026-02-09 01:03:04.355524,2026-02-09 02:26:04.355524,Hospital,Mall,24.77,477.86,UPI,Completed
R04272,C0655,D0220,2026-07-24 01:56:04.355564,2026-07-24 02:58:04.355564,Bus Stand,Residential Area,23.59,447.62,UPI,Cancelled
R04273,C0927,D0477,2025-08-02 21:38:04.355604,2025-08-02 22:18:04.355604,Airport,IT Park,20.08,420.44,UPI,Cancelled
R04274,C0459,D0199,2026-05-27 17:33:04.355645,2026-05-27 18:26:04.355645,Metro Station,IT Park,7.72,192.96,Debit Card,Completed
R04275,C0613,D0329,2026-01-04 06:14:04.355686,2026-01-04 07:42:04.355686,Railway Station,Hospital,3.23,107.14,UPI,Completed
R04276,C0969,D0010,2025-11-13 05:33:04.355725,2025-11-13 06:40:04.355725,Metro Station,Mall,24.9,535.2,Debit Card,Completed
R04277,C0221,D0360,2026-07-25 00:08:04.355767,2026-07-25 00:28:04.355767,Hospital,IT Park,8.56,214.08,Debit Card,Completed
R04278,C0883,D0368,2025-09-21 10:37:04.355817,2025-09-21 11:11:04.355817,IT Park,Hospital,8.02,222.36,Credit Card,Completed
R04279,C0444,D0353,2026-05-21 03:50:04.355860,2026-05-21 05:19:04.355860,Mall,Mall,5.73,159.14,Debit Card,Completed
R04280,C0711,D0303,2025-12-31 11:38:04.355899,2025-12-31 12:58:04.355899,Bus Stand,University,11.33,239.94,Credit Card,Cancelled
R04281,C0053,D0206,2026-03-31 05:03:04.355939,2026-03-31 06:11:04.355939,Residential Area,Airport,14.44,340.92,UPI,Cancelled
R04282,C0202,D0081,2026-02-16 18:45:04.355986,2026-02-16 19:30:04.355986,Airport,Railway Station,20.75,472.5,UPI,Cancelled
R04283,C0513,D0400,2025-08-14 00:55:04.356037,2025-08-14 01:49:04.356037,Airport,Hospital,8.03,235.54,Credit Card,Completed
R04284,C0625,D0089,2026-01-08 13:58:04.356078,2026-01-08 14:16:04.356078,City Center,Hospital,8.44,226.92,Debit Card,Cancelled
R04285,C0543,D0157,2026-03-01 16:01:04.356113,2026-03-01 16:39:04.356113,University,Railway Station,15.18,305.24,Cash,Cancelled
R04286,C0078,D0452,2026-04-03 15:22:04.356151,2026-04-03 16:04:04.356151,Residential Area,IT Park,22.21,487.78,Cash,Completed
R04287,C0542,D0422,2025-10-29 03:32:04.356189,2025-10-29 03:52:04.356189,Metro Station,Residential Area,8.34,194.12,Credit Card,Cancelled
R04288,C0756,D0229,2026-04-07 00:52:04.356253,2026-04-07 02:09:04.356253,University,Metro Station,10.35,249.3,Cash,Cancelled
R04289,C0263,D0472,2025-10-23 19:00:04.356295,2025-10-23 20:11:04.356295,Railway Station,Mall,25.8,508.4,Credit Card,Cancelled
R04290,C0635,D0171,2025-12-13 17:36:04.356335,2025-12-13 17:53:04.356335,City Center,University,20.83,469.94,Debit Card,Cancelled
R04291,C0007,D0181,2026-01-15 12:54:04.356373,2026-01-15 14:20:04.356373,Mall,Mall,5.42,117.56,Debit Card,Cancelled
R04292,C0619,D0221,2025-11-22 08:18:04.356412,2025-11-22 09:10:04.356412,University,IT Park,26.8,502.4,Cash,Completed
R04293,C0273,D0393,2025-10-12 20:42:04.356452,2025-10-12 21:43:04.356452,Residential Area,City Center,2.22,119.96,Credit Card,Cancelled
R04294,C0389,D0062,2026-02-18 04:03:04.356490,2026-02-18 05:06:04.356490,Mall,Metro Station,24.07,533.26,Debit Card,Completed
R04295,C0670,D0188,2026-06-24 19:09:04.356526,2026-06-24 20:15:04.356526,University,Residential Area,28.28,574.04,Credit Card,Completed
R04296,C0452,D0145,2026-07-04 09:21:04.356565,2026-07-04 09:40:04.356565,Metro Station,Railway Station,24.04,498.72,Cash,Cancelled
R04297,C0513,D0196,2026-05-22 03:11:04.356603,2026-05-22 04:13:04.356603,Residential Area,Railway Station,20.39,395.02,Debit Card,Cancelled
R04298,C0256,D0188,2026-07-24 09:54:04.356648,2026-07-24 10:37:04.356648,Mall,Metro Station,10.87,281.66,Debit Card,Completed
R04299,C0828,D0088,2026-05-22 14:51:04.356691,2026-05-22 15:39:04.356691,Railway Station,Mall,27.27,525.86,Cash,Completed
R04300,C0318,D0478,2025-10-12 18:30:04.356730,2025-10-12 19:41:04.356730,IT Park,Metro Station,13.25,283.5,Credit Card,Completed
R04301,C0092,D0043,2025-09-06 10:43:04.356774,2025-09-06 11:55:04.356774,City Center,Airport,18.26,410.68,UPI,Cancelled
R04302,C0383,D0475,2026-06-02 04:18:04.356820,2026-06-02 04:54:04.356820,Hospital,City Center,21.07,476.26,Debit Card,Cancelled
R04303,C0968,D0050,2025-08-06 16:15:04.356862,2025-08-06 17:23:04.356862,University,Airport,9.88,263.84,Cash,Cancelled
R04304,C0604,D0055,2025-12-11 03:40:04.356901,2025-12-11 05:03:04.356901,IT Park,IT Park,24.65,483.7,Debit Card,Cancelled
R04305,C0355,D0219,2026-01-30 01:09:04.356950,2026-01-30 01:20:04.356950,University,Hospital,25.96,562.28,Debit Card,Cancelled
R04306,C0693,D0014,2026-06-07 18:41:04.356993,2026-06-07 19:56:04.356993,Residential Area,Mall,8.23,243.14,UPI,Cancelled
R04307,C0183,D0066,2025-12-04 20:03:04.357042,2025-12-04 20:37:04.357042,Railway Station,Railway Station,21.59,474.62,Credit Card,Cancelled
R04308,C0505,D0051,2026-05-28 15:08:04.357088,2026-05-28 15:36:04.357088,Airport,Bus Stand,19.92,406.56,Credit Card,Cancelled
R04309,C0466,D0150,2026-02-28 10:30:04.357129,2026-02-28 10:41:04.357129,Mall,City Center,15.38,334.84,Debit Card,Completed
R04310,C0835,D0003,2025-12-02 20:44:04.357170,2025-12-02 21:41:04.357170,Hospital,University,22.08,439.44,Debit Card,Cancelled
R04311,C0206,D0414,2025-09-27 14:44:04.359259,2025-09-27 15:53:04.359259,IT Park,Hospital,7.27,161.86,Credit Card,Completed
R04312,C0018,D0310,2026-08-02 01:26:04.359337,2026-08-02 02:47:04.359337,University,Hospital,10.11,233.98,Debit Card,Cancelled
R04313,C0424,D0283,2026-01-22 13:22:04.359387,2026-01-22 13:49:04.359387,Residential Area,Metro Station,10.37,233.66,UPI,Cancelled
R04314,C0432,D0341,2025-11-13 02:21:04.359428,2025-11-13 03:28:04.359428,Mall,IT Park,28.56,570.08,UPI,Cancelled
R04315,C0926,D0496,2025-12-02 10:27:04.359468,2025-12-02 11:21:04.359468,Airport,Residential Area,14.16,332.88,Credit Card,Cancelled
R04316,C0027,D0164,2025-10-24 13:04:04.359507,2025-10-24 13:17:04.359507,Metro Station,University,20.35,464.3,Credit Card,Completed
R04317,C0789,D0105,2025-08-17 06:39:04.359549,2025-08-17 07:21:04.359549,IT Park,Residential Area,2.95,139.1,Debit Card,Cancelled
R04318,C0600,D0083,2026-02-22 04:51:04.359598,2026-02-22 06:04:04.359598,Residential Area,Airport,7.21,215.78,Debit Card,Completed
R04319,C0169,D0029,2026-05-26 02:50:04.359640,2026-05-26 03:41:04.359640,IT Park,Metro Station,28.4,608.2,Credit Card,Cancelled
R04320,C0731,D0141,2025-12-26 02:24:04.359679,2025-12-26 03:13:04.359679,Mall,University,13.81,322.58,UPI,Cancelled
R04321,C0759,D0216,2026-05-06 16:39:04.359719,2026-05-06 17:02:04.359719,City Center,Railway Station,15.15,339.7,Cash,Completed
R04322,C0586,D0164,2025-11-13 12:57:04.359758,2025-11-13 13:57:04.359758,IT Park,Bus Stand,18.78,407.04,Debit Card,Completed
R04323,C0038,D0082,2026-02-19 13:02:04.359797,2026-02-19 13:51:04.359797,City Center,Mall,9.36,193.48,Debit Card,Completed
R04324,C0096,D0294,2026-02-08 14:27:04.359834,2026-02-08 14:47:04.359834,Residential Area,City Center,13.13,285.34,UPI,Completed
R04325,C0036,D0359,2026-02-28 08:35:04.359872,2026-02-28 09:17:04.359872,Mall,Airport,14.61,313.98,UPI,Cancelled
R04326,C0330,D0245,2025-10-11 00:06:04.359917,2025-10-11 00:36:04.359917,Mall,Metro Station,22.74,491.32,Credit Card,Completed
R04327,C0165,D0039,2026-02-26 07:48:04.359956,2026-02-26 08:28:04.359956,IT Park,Metro Station,4.81,157.58,Credit Card,Completed
R04328,C0079,D0203,2025-08-27 04:13:04.360000,2025-08-27 04:52:04.360000,Hospital,Bus Stand,19.46,382.28,Debit Card,Completed
R04329,C0672,D0328,2025-09-11 03:39:04.360056,2025-09-11 04:10:04.360056,Mall,Airport,16.43,360.74,Credit Card,Cancelled
R04330,C0451,D0482,2026-06-15 06:58:04.360098,2026-06-15 07:24:04.360098,Bus Stand,IT Park,25.8,563.4,Debit Card,Cancelled
R04331,C0593,D0428,2025-11-08 03:02:04.360138,2025-11-08 04:16:04.360138,Mall,University,8.77,183.86,UPI,Completed
R04332,C0373,D0248,2026-01-23 04:57:04.360177,2026-01-23 06:17:04.360177,City Center,University,14.48,360.64,Credit Card,Completed
R04333,C0020,D0009,2025-10-28 03:15:04.360233,2025-10-28 04:16:04.360233,Metro Station,University,8.22,237.96,UPI,Cancelled
R04334,C0533,D0255,2026-01-17 19:30:04.360273,2026-01-17 20:35:04.360273,Railway Station,Metro Station,29.78,571.04,Debit Card,Completed
R04335,C0737,D0369,2025-09-25 13:00:04.360314,2025-09-25 13:45:04.360314,Bus Stand,Mall,19.64,422.52,Cash,Completed
R04336,C0143,D0035,2025-08-03 20:07:04.360353,2025-08-03 20:55:04.360353,University,IT Park,6.25,140.5,Cash,Cancelled
R04337,C0722,D0019,2026-01-23 09:09:04.360393,2026-01-23 09:24:04.360393,Bus Stand,Residential Area,16.13,317.34,UPI,Cancelled
R04338,C0090,D0436,2025-08-04 04:35:04.360439,2025-08-04 05:26:04.360439,Airport,Mall,9.04,239.72,Debit Card,Cancelled
R04339,C0995,D0018,2026-05-21 11:51:04.360489,2026-05-21 12:12:04.360489,Bus Stand,IT Park,18.13,406.34,UPI,Cancelled
R04340,C0287,D0349,2026-05-19 05:36:04.360530,2026-05-19 06:32:04.360530,Hospital,Bus Stand,29.52,582.36,Credit Card,Cancelled
R04341,C0651,D0028,2026-06-02 04:39:04.360569,2026-06-02 05:02:04.360569,Metro Station,Railway Station,11.36,227.48,Credit Card,Cancelled
R04342,C0249,D0214,2025-09-29 12:54:04.360608,2025-09-29 13:47:04.360608,IT Park,Airport,13.41,311.38,UPI,Completed
R04343,C0075,D0410,2025-08-11 18:14:04.360650,2025-08-11 18:42:04.360650,Hospital,Residential Area,29.5,618.0,Debit Card,Cancelled
R04344,C0113,D0289,2025-12-08 23:47:04.360690,2025-12-09 00:59:04.360690,Railway Station,University,15.04,292.72,Credit Card,Completed
R04345,C0475,D0301,2026-06-13 08:31:04.360730,2026-06-13 09:08:04.360730,University,Railway Station,23.45,493.1,UPI,Cancelled
R04346,C0812,D0409,2026-05-14 01:52:04.360770,2026-05-14 03:13:04.360770,Airport,Residential Area,22.15,433.7,Debit Card,Completed
R04347,C0788,D0471,2025-09-15 19:18:04.360811,2025-09-15 20:41:04.360811,Railway Station,Railway Station,23.46,485.28,UPI,Completed
R04348,C0210,D0353,2025-11-26 08:55:04.360856,2025-11-26 09:40:04.360856,Railway Station,Railway Station,4.72,145.96,Cash,Completed
R04349,C0212,D0245,2026-04-24 02:36:04.360899,2026-04-24 02:51:04.360899,IT Park,University,5.7,122.6,UPI,Cancelled
R04350,C0672,D0304,2025-11-01 02:52:04.360939,2025-11-01 03:08:04.360939,Airport,IT Park,3.4,90.2,Cash,Cancelled
R04351,C0052,D0184,2026-03-13 12:47:04.360979,2026-03-13 13:54:04.360979,Hospital,Residential Area,8.98,239.64,Credit Card,Cancelled
R04352,C0865,D0090,2025-10-24 18:08:04.361031,2025-10-24 19:19:04.361031,Metro Station,Hospital,14.09,321.62,Cash,Completed
R04353,C0633,D0021,2026-04-14 14:35:04.361072,2026-04-14 15:49:04.361072,Bus Stand,Bus Stand,12.14,293.52,Debit Card,Completed
R04354,C0636,D0234,2025-08-09 17:02:04.361109,2025-08-09 18:08:04.361109,Residential Area,Railway Station,8.64,243.52,UPI,Cancelled
R04355,C0083,D0459,2026-07-10 23:22:04.361146,2026-07-11 00:00:04.361146,Mall,Railway Station,19.96,394.28,UPI,Completed
R04356,C0371,D0176,2026-06-14 16:16:04.361185,2026-06-14 17:28:04.361185,Residential Area,City Center,10.79,252.22,Credit Card,Completed
R04357,C0783,D0228,2025-09-25 17:18:04.361241,2025-09-25 18:41:04.361241,Hospital,Mall,29.09,574.62,Debit Card,Cancelled
R04358,C0779,D0478,2025-11-28 14:20:04.361289,2025-11-28 15:45:04.361289,Railway Station,City Center,4.37,130.66,Credit Card,Cancelled
R04359,C0214,D0008,2026-06-24 00:07:04.361329,2026-06-24 00:50:04.361329,City Center,IT Park,27.22,530.96,Credit Card,Cancelled
R04360,C0426,D0041,2025-12-11 06:34:04.361369,2025-12-11 06:55:04.361369,Railway Station,Airport,3.02,119.36,Credit Card,Cancelled
R04361,C0091,D0245,2026-04-11 21:46:04.361409,2026-04-11 22:28:04.361409,IT Park,University,27.92,562.56,Credit Card,Cancelled
R04362,C0220,D0198,2026-06-28 06:53:04.361449,2026-06-28 07:34:04.361449,City Center,Hospital,4.79,107.22,Cash,Completed
R04363,C0174,D0399,2026-01-25 20:35:04.361488,2026-01-25 21:56:04.361488,City Center,Residential Area,7.96,199.28,UPI,Completed
R04364,C0228,D0102,2026-04-13 23:01:04.361527,2026-04-13 23:16:04.361527,City Center,Mall,4.03,159.54,Credit Card,Cancelled
R04365,C0390,D0006,2026-04-24 02:19:04.361567,2026-04-24 02:38:04.361567,Hospital,University,8.89,254.02,UPI,Completed
R04366,C0534,D0141,2026-03-27 15:37:04.361614,2026-03-27 16:53:04.361614,Metro Station,Railway Station,13.83,288.94,Cash,Cancelled
R04367,C0497,D0048,2026-03-21 04:27:04.361661,2026-03-21 04:52:04.361661,Mall,Bus Stand,13.9,283.2,UPI,Completed
R04368,C0316,D0287,2026-07-05 05:14:04.361704,2026-07-05 06:01:04.361704,Railway Station,Railway Station,27.95,534.1,Cash,Completed
R04369,C0989,D0494,2025-11-17 19:28:04.361746,2025-11-17 20:44:04.361746,University,City Center,11.07,299.26,Credit Card,Completed
R04370,C0327,D0002,2025-10-09 17:59:04.361789,2025-10-09 18:30:04.361789,University,Hospital,14.34,286.12,Debit Card,Cancelled
R04371,C0092,D0009,2025-08-18 09:01:04.361830,2025-08-18 09:33:04.361830,Metro Station,IT Park,8.72,252.96,UPI,Cancelled
R04372,C0146,D0054,2025-08-27 16:18:04.361870,2025-08-27 16:59:04.361870,Residential Area,Hospital,5.95,184.1,Debit Card,Cancelled
R04373,C0690,D0483,2025-10-06 02:02:04.361912,2025-10-06 03:04:04.361912,IT Park,Bus Stand,28.48,575.64,Debit Card,Completed
R04374,C0234,D0177,2025-12-08 16:13:04.361952,2025-12-08 17:34:04.361952,Metro Station,Bus Stand,22.21,494.78,UPI,Completed
R04375,C0734,D0066,2026-02-27 06:31:04.361992,2026-02-27 07:56:04.361992,Airport,University,29.59,632.62,Credit Card,Completed
R04376,C0937,D0390,2026-05-14 02:03:04.362042,2026-05-14 02:56:04.362042,IT Park,Hospital,8.04,205.72,Cash,Completed
R04377,C0326,D0317,2025-10-23 19:22:04.362084,2025-10-23 20:10:04.362084,Metro Station,Railway Station,6.7,213.6,Debit Card,Cancelled
R04378,C0710,D0220,2025-09-17 10:26:04.362129,2025-09-17 11:22:04.362129,IT Park,Metro Station,21.27,415.86,Debit Card,Cancelled
R04379,C0030,D0456,2026-05-29 14:20:04.362169,2026-05-29 15:50:04.362169,Mall,IT Park,15.88,319.84,Cash,Cancelled
R04380,C0141,D0368,2026-07-21 03:57:04.366231,2026-07-21 05:08:04.366231,IT Park,University,15.36,332.48,UPI,Completed
R04381,C0602,D0133,2025-08-02 15:53:04.366328,2025-08-02 16:44:04.366328,University,Mall,5.88,195.84,UPI,Cancelled
R04382,C0080,D0307,2026-02-26 18:52:04.366378,2026-02-26 19:02:04.366378,Bus Stand,Metro Station,8.0,169.0,UPI,Cancelled
R04383,C0280,D0447,2025-09-02 03:04:04.366423,2025-09-02 04:02:04.366423,Hospital,IT Park,14.64,353.52,Debit Card,Cancelled
R04384,C0931,D0495,2026-06-24 08:44:04.366466,2026-06-24 09:33:04.366466,Hospital,Mall,9.16,191.88,Cash,Completed
R04385,C0437,D0128,2026-02-25 18:08:04.366506,2026-02-25 18:26:04.366506,IT Park,Bus Stand,19.36,419.48,Debit Card,Completed
R04386,C0868,D0168,2026-06-27 04:06:04.366546,2026-06-27 04:24:04.366546,Residential Area,University,25.49,554.82,UPI,Cancelled
R04387,C0781,D0340,2026-06-04 19:56:04.366587,2026-06-04 21:04:04.366587,Mall,Residential Area,9.39,265.02,Credit Card,Completed
R04388,C0997,D0070,2025-12-07 04:00:04.366634,2025-12-07 04:37:04.366634,Metro Station,Mall,11.06,299.08,Debit Card,Completed
R04389,C0322,D0310,2026-07-09 17:48:04.366674,2026-07-09 18:46:04.366674,Airport,Mall,12.49,321.82,Debit Card,Cancelled
R04390,C0664,D0039,2025-11-03 15:54:04.366717,2025-11-03 17:15:04.366717,University,City Center,12.42,301.56,Credit Card,Completed
R04391,C0571,D0223,2026-05-05 19:44:04.366757,2026-05-05 20:54:04.366757,City Center,Mall,3.51,109.18,Debit Card,Cancelled
R04392,C0842,D0026,2025-08-14 14:37:04.366796,2025-08-14 15:17:04.366796,Railway Station,Mall,25.17,504.06,UPI,Cancelled
R04393,C0676,D0070,2026-03-30 01:50:04.366836,2026-03-30 02:13:04.366836,Residential Area,City Center,22.67,461.06,Credit Card,Cancelled
R04394,C0892,D0465,2025-08-18 16:26:04.366875,2025-08-18 17:47:04.366875,Mall,University,10.1,278.8,UPI,Cancelled
R04395,C0715,D0377,2025-11-19 04:40:04.366915,2025-11-19 05:53:04.366915,Mall,City Center,26.77,501.86,Credit Card,Cancelled
R04396,C0990,D0106,2026-03-21 17:04:04.366965,2026-03-21 18:18:04.366965,Railway Station,Metro Station,6.79,169.22,Cash,Completed
R04397,C0937,D0450,2026-02-26 11:15:04.367005,2026-02-26 11:49:04.367005,University,Residential Area,4.07,149.26,UPI,Completed
R04398,C0482,D0469,2026-03-04 23:21:04.367054,2026-03-04 23:59:04.367054,Residential Area,Railway Station,14.01,274.18,UPI,Cancelled
R04399,C0815,D0029,2026-02-23 13:12:04.367093,2026-02-23 13:23:04.367093,Mall,Hospital,10.46,260.28,Credit Card,Completed
R04400,C0254,D0262,2026-05-31 09:11:04.367132,2026-05-31 09:42:04.367132,Bus Stand,Metro Station,5.67,165.06,UPI,Cancelled
R04401,C0302,D0226,2026-05-05 12:03:04.367172,2026-05-05 13:18:04.367172,City Center,Residential Area,11.04,252.72,Cash,Cancelled
R04402,C0530,D0430,2025-09-16 00:24:04.367223,2025-09-16 01:16:04.367223,IT Park,Railway Station,13.3,302.4,UPI,Completed
R04403,C0829,D0452,2025-09-26 03:37:04.367264,2025-09-26 03:48:04.367264,City Center,Residential Area,2.36,142.48,Debit Card,Cancelled
R04404,C0986,D0260,2025-08-10 18:41:04.367302,2025-08-10 19:30:04.367302,Metro Station,City Center,18.57,380.26,Cash,Completed
R04405,C0559,D0257,2026-03-22 05:43:04.367338,2026-03-22 07:13:04.367338,University,University,20.01,459.18,Cash,Completed
R04406,C0383,D0174,2026-02-15 12:52:04.367376,2026-02-15 13:52:04.367376,University,Hospital,24.96,541.28,Cash,Cancelled
R04407,C0556,D0279,2026-06-17 19:27:04.367414,2026-06-17 20:09:04.367414,City Center,Railway Station,18.73,360.14,UPI,Completed
R04408,C0115,D0196,2025-12-10 00:13:04.367457,2025-12-10 00:33:04.367457,Metro Station,Hospital,6.34,201.12,UPI,Cancelled
R04409,C0352,D0147,2025-11-17 13:12:04.367498,2025-11-17 14:37:04.367498,Residential Area,City Center,4.08,106.44,Debit Card,Cancelled
R04410,C0928,D0483,2026-01-26 05:37:04.367537,2026-01-26 06:03:04.367537,University,City Center,6.13,210.34,Debit Card,Cancelled
R04411,C0503,D0148,2025-12-07 01:42:04.367575,2025-12-07 02:11:04.367575,Metro Station,IT Park,14.19,329.42,Cash,Completed
R04412,C0897,D0334,2026-06-08 14:25:04.367612,2026-06-08 15:23:04.367612,University,City Center,11.38,241.84,Debit Card,Completed
R04413,C0352,D0446,2025-11-12 02:23:04.367649,2025-11-12 02:55:04.367649,Metro Station,Airport,25.07,518.26,Debit Card,Completed
R04414,C0073,D0149,2025-08-11 06:58:04.367687,2025-08-11 08:25:04.367687,University,City Center,4.34,121.12,Debit Card,Completed
R04415,C0248,D0214,2025-08-18 13:01:04.367725,2025-08-18 13:27:04.367725,University,Hospital,25.97,495.46,Cash,Completed
R04416,C0285,D0238,2026-03-29 03:40:04.367764,2026-03-29 04:52:04.367764,IT Park,City Center,13.42,278.56,Cash,Completed
R04417,C0208,D0008,2025-10-22 05:27:04.367805,2025-10-22 06:27:04.367805,Railway Station,Bus Stand,14.53,350.54,Cash,Completed
R04418,C0519,D0264,2026-01-26 01:52:04.367851,2026-01-26 02:04:04.367851,Airport,University,2.61,70.98,UPI,Completed
R04419,C0136,D0389,2026-04-24 21:38:04.367891,2026-04-24 21:53:04.367891,IT Park,Hospital,10.77,266.86,UPI,Cancelled
R04420,C0214,D0077,2025-10-31 10:19:04.367930,2025-10-31 10:55:04.367930,Metro Station,Railway Station,6.58,194.44,UPI,Completed
R04421,C0574,D0191,2026-06-04 03:07:04.367968,2026-06-04 03:49:04.367968,Mall,University,26.69,547.42,Debit Card,Cancelled
R04422,C0124,D0028,2025-12-17 06:57:04.368006,2025-12-17 07:19:04.368006,Hospital,Bus Stand,9.53,195.54,Credit Card,Completed
R04423,C0536,D0017,2026-03-27 10:32:04.368057,2026-03-27 11:43:04.368057,Mall,Airport,11.13,223.34,Debit Card,Completed
R04424,C0272,D0387,2025-11-28 11:24:04.368129,2025-11-28 12:24:04.368129,IT Park,Mall,14.04,339.72,Debit Card,Completed
R04425,C0263,D0489,2026-01-14 19:35:04.368169,2026-01-14 20:23:04.368169,City Center,Metro Station,21.36,443.48,Debit Card,Cancelled
R04426,C0338,D0313,2026-03-03 21:35:04.368207,2026-03-03 23:00:04.368207,IT Park,Mall,24.07,486.26,UPI,Cancelled
R04427,C0691,D0290,2025-08-16 01:39:04.372326,2025-08-16 02:08:04.372326,Metro Station,Metro Station,9.13,184.34,Cash,Completed
R04428,C0805,D0427,2026-03-30 07:29:04.372388,2026-03-30 08:35:04.372388,Airport,Residential Area,10.75,287.5,Credit Card,Completed
R04429,C0718,D0466,2025-11-15 23:00:04.372441,2025-11-15 23:42:04.372441,Residential Area,Mall,29.8,636.4,UPI,Cancelled
R04430,C0796,D0097,2026-06-05 03:16:04.372486,2026-06-05 04:19:04.372486,Metro Station,IT Park,28.82,603.76,Cash,Cancelled
R04431,C0045,D0363,2025-08-20 21:27:04.372529,2025-08-20 22:45:04.372529,University,Airport,3.05,100.9,UPI,Completed
R04432,C0648,D0094,2026-07-12 18:46:04.372573,2026-07-12 20:02:04.372573,University,University,9.39,254.02,Cash,Cancelled
R04433,C0441,D0376,2025-09-18 06:58:04.372613,2025-09-18 07:14:04.372613,Residential Area,Bus Stand,26.0,521.0,Cash,Cancelled
R04434,C0845,D0150,2025-09-19 20:22:04.372653,2025-09-19 21:25:04.372653,Residential Area,University,29.46,613.28,Debit Card,Completed
R04435,C0452,D0270,2026-01-20 18:04:04.372694,2026-01-20 19:07:04.372694,Hospital,Residential Area,25.21,473.78,Debit Card,Completed
R04436,C0901,D0495,2025-11-07 18:15:04.372734,2025-11-07 18:55:04.372734,Bus Stand,Mall,11.95,283.1,Cash,Completed
R04437,C0983,D0111,2025-08-25 00:02:04.372776,2025-08-25 00:53:04.372776,Mall,Railway Station,7.72,200.96,Cash,Completed
R04438,C0498,D0241,2026-02-01 02:09:04.372824,2026-02-01 02:52:04.372824,Residential Area,Metro Station,17.6,402.8,Debit Card,Completed
R04439,C0834,D0278,2026-05-08 21:25:04.372868,2026-05-08 21:40:04.372868,City Center,Railway Station,29.35,567.3,Credit Card,Cancelled
R04440,C0433,D0126,2026-04-16 22:10:04.372908,2026-04-16 22:24:04.372908,Mall,Hospital,7.7,221.6,Debit Card,Cancelled
R04441,C0009,D0120,2026-06-03 22:03:04.372949,2026-06-03 22:15:04.372949,University,Metro Station,14.67,356.06,Debit Card,Completed
R04442,C0924,D0360,2025-12-26 08:04:04.372990,2025-12-26 09:15:04.372990,Bus Stand,Metro Station,22.43,437.74,UPI,Completed
R04443,C0819,D0240,2026-02-23 14:54:04.373042,2026-02-23 16:24:04.373042,University,Bus Stand,19.07,430.26,Cash,Cancelled
R04444,C0593,D0039,2026-03-19 03:46:04.373084,2026-03-19 04:43:04.373084,Airport,Mall,3.91,103.38,Cash,Cancelled
R04445,C0425,D0454,2025-12-26 03:34:04.373123,2025-12-26 03:53:04.373123,City Center,Railway Station,16.55,378.9,Cash,Completed
R04446,C0377,D0182,2026-03-29 14:59:04.373162,2026-03-29 15:45:04.373162,Residential Area,Mall,27.86,551.48,Cash,Cancelled
R04447,C0550,D0201,2025-09-09 17:57:04.373201,2025-09-09 19:03:04.373201,Hospital,Residential Area,20.31,433.58,Cash,Cancelled
R04448,C0189,D0400,2026-07-13 23:07:04.373268,2026-07-13 23:41:04.373268,Railway Station,Metro Station,24.33,520.94,Cash,Cancelled
R04449,C0934,D0105,2025-09-13 07:59:04.373306,2025-09-13 08:41:04.373306,Bus Stand,Railway Station,20.52,444.36,Debit Card,Cancelled
R04450,C0802,D0201,2026-06-05 14:28:04.373344,2026-06-05 15:54:04.373344,Bus Stand,Residential Area,7.17,226.06,UPI,Completed
R04451,C0268,D0086,2025-11-05 16:03:04.373383,2025-11-05 17:29:04.373383,University,University,28.81,538.58,Debit Card,Cancelled
R04452,C0822,D0218,2026-02-11 05:30:04.373428,2026-02-11 06:12:04.373428,Airport,City Center,14.93,316.74,Debit Card,Cancelled
R04453,C0490,D0324,2026-02-11 00:53:04.373468,2026-02-11 02:19:04.373468,IT Park,Railway Station,3.56,154.08,UPI,Completed
R04454,C0546,D0079,2025-10-10 15:55:04.373515,2025-10-10 16:19:04.373515,Metro Station,City Center,2.99,92.82,Debit Card,Completed
R04455,C0137,D0473,2026-05-08 07:16:04.373553,2026-05-08 08:01:04.373553,IT Park,Hospital,13.9,290.2,Credit Card,Cancelled
R04456,C0859,D0359,2026-06-12 18:16:04.373594,2026-06-12 19:02:04.373594,Residential Area,Hospital,21.2,471.6,UPI,Completed
R04457,C0130,D0252,2025-08-20 20:58:04.373633,2025-08-20 22:06:04.373633,City Center,City Center,2.41,72.38,Debit Card,Cancelled
R04458,C0854,D0281,2025-12-29 16:46:04.373675,2025-12-29 18:09:04.373675,Railway Station,Mall,9.55,267.9,Debit Card,Cancelled
